    0.00000000000000e+000	    0.00000000000000e+000
    1.00000000000000e-002	   -9.21324656370031e-002
    2.00000000000000e-002	   -1.77260761150507e-001
    3.00000000000001e-002	   -2.60915969954372e-001
    4.00000000000001e-002	   -3.44864771809549e-001
    5.00000000000001e-002	   -4.27684472604693e-001
    6.00000000000001e-002	   -5.06733332267865e-001
    7.00000000000002e-002	   -5.79935256621464e-001
    8.00000000000002e-002	   -6.46545943533056e-001
    9.00000000000002e-002	   -7.06934071192130e-001
    1.00000000000000e-001	   -7.61899264209763e-001
    1.10000000000000e-001	   -8.12065400628726e-001
    1.20000000000000e-001	   -8.57627007494236e-001
    1.30000000000000e-001	   -8.98431109728894e-001
    1.40000000000000e-001	   -9.34212131385322e-001
    1.50000000000000e-001	   -9.64797112426077e-001
    1.60000000000000e-001	   -9.90186712973370e-001
    1.70000000000000e-001	   -1.01052319845695e+000
    1.80000000000000e-001	   -1.02600942727872e+000
    1.90000000000000e-001	   -1.03683757754937e+000
    2.00000000000000e-001	   -1.04315997410831e+000
    2.10000000000000e-001	   -1.04510063546502e+000
    2.20000000000000e-001	   -1.04278198558642e+000
    2.30000000000000e-001	   -1.03634776397891e+000
    2.40000000000000e-001	   -1.02597039275018e+000
    2.50000000000000e-001	   -1.01184501463941e+000
    2.60000000000000e-001	   -9.94179374944916e-001
    2.70000000000000e-001	   -9.73184565929395e-001
    2.80000000000000e-001	   -9.49071090410732e-001
    2.90000000000000e-001	   -9.22049642059251e-001
    3.00000000000000e-001	   -8.92333367032021e-001
    3.10000000000000e-001	   -8.60139349166431e-001
    3.20000000000000e-001	   -8.25688593656865e-001
    3.30000000000000e-001	   -7.89204490589237e-001
    3.40000000000000e-001	   -7.50910666049943e-001
    3.50000000000000e-001	   -7.11029238775021e-001
    3.60000000000000e-001	   -6.69779717426860e-001
    3.70000000000001e-001	   -6.27378440159587e-001
    3.80000000000001e-001	   -5.84038185341842e-001
    3.90000000000001e-001	   -5.39967741840501e-001
    4.00000000000001e-001	   -4.95371282689937e-001
    4.10000000000001e-001	   -4.50447610543549e-001
    4.20000000000001e-001	   -4.05389497067908e-001
    4.30000000000001e-001	   -3.60383070956228e-001
    4.40000000000001e-001	   -3.15607148542702e-001
    4.50000000000001e-001	   -2.71232883123336e-001
    4.60000000000001e-001	   -2.27423444459482e-001
    4.70000000000001e-001	   -1.84333701064854e-001
    4.80000000000001e-001	   -1.42109897397822e-001
    4.90000000000001e-001	   -1.00889324946190e-001
    5.00000000000001e-001	   -6.08001740111501e-002
    5.10000000000001e-001	   -2.19612969327680e-002
    5.20000000000001e-001	    1.55179408792371e-002
    5.30000000000001e-001	    5.15377219989559e-002
    5.40000000000001e-001	    8.60078023106153e-002
    5.50000000000001e-001	    1.18847512502125e-001
    5.60000000000001e-001	    1.49985733196009e-001
    5.70000000000001e-001	    1.79360834563371e-001
    5.80000000000001e-001	    2.06920579027396e-001
    5.90000000000001e-001	    2.32621966510429e-001
    6.00000000000001e-001	    2.56431058159952e-001
    6.10000000000001e-001	    2.78322773111549e-001
    6.20000000000001e-001	    2.98280658750373e-001
    6.30000000000001e-001	    3.16296645953506e-001
    6.40000000000001e-001	    3.32370766846930e-001
    6.50000000000001e-001	    3.46510855554221e-001
    6.60000000000001e-001	    3.58732222942230e-001
    6.70000000000001e-001	    3.69057313010506e-001
    6.80000000000001e-001	    3.77515347795902e-001
    6.90000000000001e-001	    3.84141955131873e-001
    7.00000000000001e-001	    3.88978788588886e-001
    7.10000000000001e-001	    3.92073139562599e-001
    7.20000000000001e-001	    3.93477534907972e-001
    7.30000000000001e-001	    3.93249337738138e-001
    7.40000000000001e-001	    3.91450323801887e-001
    7.50000000000001e-001	    3.88146275007677e-001
    7.60000000000001e-001	    3.83406563520179e-001
    7.70000000000001e-001	    3.77303739231108e-001
    7.80000000000001e-001	    3.69913122633407e-001
    7.90000000000001e-001	    3.61312402296239e-001
    8.00000000000001e-001	    3.51581228922314e-001
    8.10000000000001e-001	    3.40800824278856e-001
    8.20000000000001e-001	    3.29053601924294e-001
    8.30000000000001e-001	    3.16422774009086e-001
    8.40000000000001e-001	    3.02992005316271e-001
    8.50000000000001e-001	    2.88845061685659e-001
    8.60000000000001e-001	    2.74065438346404e-001
    8.70000000000001e-001	    2.58736095987881e-001
    8.80000000000001e-001	    2.42939076233482e-001
    8.90000000000001e-001	    2.26755234029307e-001
    9.00000000000001e-001	    2.10263891939266e-001
    9.10000000000001e-001	    1.93542825243331e-001
    9.20000000000001e-001	    1.76667780139270e-001
    9.30000000000001e-001	    1.59712167772515e-001
    9.40000000000001e-001	    1.42747304757762e-001
    9.50000000000001e-001	    1.25841586264611e-001
    9.60000000000001e-001	    1.09060661012933e-001
    9.70000000000001e-001	    9.24673683056875e-002
    9.80000000000001e-001	    7.61212754620248e-002
    9.90000000000001e-001	    6.00788229409185e-002
    1.00000000000000e+000	    4.43931744020454e-002
    1.01000000000000e+000	    2.91139584748208e-002
    1.02000000000000e+000	    1.42874663586571e-002
    1.03000000000000e+000	   -4.36921262285412e-005
    1.04000000000000e+000	   -1.38404396809300e-002
    1.05000000000000e+000	   -2.70672935258619e-002
    1.06000000000000e+000	   -3.96923752834913e-002
    1.07000000000000e+000	   -5.16874068258832e-002
    1.08000000000000e+000	   -6.30277005261704e-002
    1.09000000000000e+000	   -7.36921225600268e-002
    1.10000000000000e+000	   -8.36630408080681e-002
    1.11000000000000e+000	   -9.29262638552850e-002
    1.12000000000000e+000	   -1.01470963262090e-001
    1.13000000000000e+000	   -1.09289615178606e-001
    1.14000000000000e+000	   -1.16377883332110e-001
    1.15000000000000e+000	   -1.22734527015229e-001
    1.16000000000000e+000	   -1.28361290701629e-001
    1.17000000000000e+000	   -1.33262780631987e-001
    1.18000000000000e+000	   -1.37446349069876e-001
    1.19000000000000e+000	   -1.40921965991183e-001
    1.20000000000000e+000	   -1.43702061703091e-001
    1.21000000000000e+000	   -1.45801396539422e-001
    1.22000000000000e+000	   -1.47236915307813e-001
    1.23000000000000e+000	   -1.48027587821393e-001
    1.24000000000000e+000	   -1.48194290455803e-001
    1.25000000000000e+000	   -1.47759617450882e-001
    1.26000000000000e+000	   -1.46747726905641e-001
